id_orden_municip,id_nodo_prbd,nomenclatura_redgto,nombre_nodo,tipo_nodo,ip_nodo,rango_nodo,clave,fecha_operacion_nodo,id_comunidad,comunidad,id_comunidad_inegi,id_municipio,municipio,longitud,latitud,clave_nodo,direccion,codigo_postal
283,172,REDGTO-JVR-MO-00172,La Chiripa,Publico,10.0.64.85,192.64.33,NP-JVR-110350038-01,2020,9272,San Antonio Nuevo Valencia (La Chiripa),110350038,1035,Santa Cruz de Juventino Rosas,20.6690845,-100.9889984,2,"Calle Corregidora, San Jose Del Sauz (El Sauz), 38243 Juventino Rosas, GUA, México",38243
284,173,REDGTO-JVR-MO-00173,La Tinaja,Publico,10.0.64.32,192.64.31,NP-JVR-110350080-01,2020,9306,La Tinaja,110350080,1035,Santa Cruz de Juventino Rosas,20.7052784,-101.0381165,2,"Calle Ignacio Aldama, La Tinaja, 38256, GUA, México",38256
285,174,REDGTO-JVR-MO-00174,La Esperanza,Publico,10.0.64.36,192.64.35,NP-JVR-110350098-01,2020,9318,La Esperanza,110350098,1035,Santa Cruz de Juventino Rosas,20.6031990,-100.9199448,2,"Calle S/Nom, La Esperanza, 38255 Franco Tavera, GUA, México",38255
286,175,REDGTO-JVR-MO-00175,Tejada,Publico,10.0.64.42,192.64.35,NP-JVR-110350102-01,2020,9319,Tejada,110350102,1035,Santa Cruz de Juventino Rosas,20.5848198,-101.0376358,2,"Calle S/Nom, Tejada, 38255, GUA, México",38255
287,176,REDGTO-JVR-MO-00176,La Purísima,Publico,10.0.64.40,192.64.35,NP-JVR-110350205-02,2020,9280,La Purísima,110350049,1035,Santa Cruz de Juventino Rosas,20.6320686,-101.0487595,2,"Calle S/Nom, Purisima 1, 38254, GUA, México",38254
288,177,REDGTO-JVR-MO-00177,Laguna Seca,Publico,10.0.64.44,192.64.43,NP-JVR-110350086-01,2020,9312,Laguna Seca de San Isidro,110350086,1035,Santa Cruz de Juventino Rosas,20.6806889,-101.0466461,2,"Calle S/Nom, 36866, GUA, México",36866
319,178,REDGTO-VLG-MO-00178,CECYTEG Villagrán,Escolar,10.0.14.14,192.14.14,NE-VLG-110440023-01,2021,10731,Mexicanos,110440023,1044,Villagran,20.5496690,-101.0757510,11ETC0011S,"Calle S/Nom, Mexicanos, 38271, GUA, México",38271
24,179,REDGTO-COM-MO-00179,Escuela Primaria Rafael Ramírez,Escolar,10.0.202.10,192.202.10,NE-COM-110090160-01,2021,2574,San Isidro de San Jerónimo,110090160,1009,Comonfort,20.7636670,-100.7659090,11DPR3873H,"Avenida del Trabajo, San Isidro De San Jeronimo, 38207, GUA, México",38207
293,180,REDGTO-SGM-MO-00180,Escuela Primaria Cuauhtémoc,Escolar,10.0.212.4,192.200.60,NE-SGM-110360008-01,2021,9475,Santa Teresa (La Majada),110360008,1036,Santiago Maravatio,20.1848420,-100.9622190,11DPR0579K,"Calle Miguel Hidalgo, La Majada (Santa Teresa), 38975, GUA, México",38975
294,181,REDGTO-SGM-MO-00181,Telesecundaria No. 659,Escolar,10.0.212.2,192.212.2,NE-SGM-110360008-02,2021,9475,Santa Teresa (La Majada),110360008,1036,Santiago Maravatio,20.1862750,-100.9610730,11ETV0729Z,"Calle S/Nom, La Majada (Santa Teresa), 38975, GUA, México",38975
196,182,REDGTO-SAL-MO-00182,Preescolar Rafael Ramírez,Escolar,10.0.200.54,192.54.1,NE-SAL-110270159-02,2022,6893,Valencia de Cerro Gordo,110270159,1027,Salamanca,20.5992690,-101.0815160,11DJN0756H,"Calle S/Nom, Valencia, 36867, GUA, México",36867
55,183,REDGTO-IRA-MO-00183,UMAPS Venado de Yostiro,Publico,10.0.80.34,192.80.34,NP-IRA-110170183-01,2023,4095,El Venado de Yóstiro,110170183,1017,Irapuato,20.5783100,-101.4346440,11SDJ0987A,"Calle S/Nom, Venado De Yostiro, 36847, GUA, México",36847
56,185,REDGTO-IRA-MO-00185,Aldama,Publico,10.0.80.14,192.80.14,NP-IRA-110170095-01,2024,4029,Aldama,110170095,1017,Irapuato,20.8172200,-101.3152780,2,"Calle S/Nom, Aldama, 36815, GUA, México",36815
57,186,REDGTO-IRA-MO-00186,Calera,Publico,10.0.80.12,192.80.12,NP-IRA-110170062-01,2024,4004,La Calera,110170062,1017,Irapuato,20.8013890,-101.3352780,2,"Calle Jardín Hidalgo 5, La Calera, 36810, GUA, México",36810
58,187,REDGTO-IRA-MO-00187,Cuchicuato,Publico,10.0.80.6,192.80.6,NP-IRA-110170082-01,2024,4019,Cuchicuato,110170082,1017,Irapuato,20.6594440,-101.4633330,2,"Calle Libertad 3B, Cuchicuato, 36803, GUA, México",36803
59,188,REDGTO-IRA-MO-00188,Ex Hacienda,Publico,10.0.80.30,192.80.30,NP-IRA-110170102-01,2024,4034,Hacienda de Márquez,110170102,1017,Irapuato,20.7822220,-101.3591670,2,"Avenida del Trabajo, Marquez, 36814, GUA, México",36814
60,189,REDGTO-IRA-MO-00189,Lo de Juárez,Publico,10.0.80.28,192.80.28,NP-IRA-110170099-01,2024,4031,Lo de Juárez,110170099,1017,Irapuato,20.7705560,-101.3419440,2,"Calle Venustiano Carranza 194, Lo De Juarez, 36821 Irapuato, GUA, México",36821
61,190,REDGTO-IRA-MO-00190,San Antonio Chico,Publico,10.0.80.38,192.80.38,NP-IRA-110170134-01,2024,4059,San Antonio de Chico,110170134,1017,Irapuato,20.6275000,-101.2836110,2,"Calle Santa Coloma, San Antonio De Chico, 36844 Irapuato, GUA, México",36844
62,191,REDGTO-IRA-MO-00191,San Antonio Rico,Publico,10.0.80.16,192.80.16,NP-IRA-110170137-01,2024,4061,San Antonio el Rico,110170137,1017,Irapuato,20.8219440,-101.3722220,2,"Calle S/Nom, San Antonio El Rico, 36813, GUA, México",36813
63,192,REDGTO-IRA-MO-00192,Tomelopez,Publico,10.0.80.32,192.80.32,NP-IRA-110170176-01,2024,4090,Tomelópez,110170176,1017,Irapuato,20.6008330,-101.3733330,2,"Calle Guanajuato, Tomelopez, 36846 Irapuato, GUA, México",36846
64,193,REDGTO-IRA-MO-00193,Tomelopitos,Publico,10.0.80.24,192.80.24,NP-IRA-110170177-01,2024,4091,Tomelopitos,110170177,1017,Irapuato,20.5941670,-101.3672220,2,"Avenida Misericordia 56, Tomelopitos, 36840 Irapuato, GUA, México",36840
65,194,REDGTO-IRA-MO-00194,Venado de Yóstiro,Publico,10.0.80.8,192.80.8,NP-IRA-110170183-02,2024,4095,El Venado de Yóstiro,110170183,1017,Irapuato,20.5782591,-101.4347080,2,"Calle S/Nom, Venado De Yostiro, 36847, GUA, México",36847
66,195,REDGTO-IRA-MO-00195,San Roque,Publico,10.0.80.10,192.80.10,NP-IRA-110170161-01,2024,4078,San Roque,110170161,1017,Irapuato,20.5991670,-101.3425000,2,"Calle Benito Juárez, San Roque, 36843 Irapuato, GUA, México",36843
67,196,REDGTO-IRA-MO-00196,Carrizal,Publico,10.0.80.22,192.80.22,NP-IRA-110170068-01,2024,4008,El Carrizal Grande,110170068,1017,Irapuato,20.7150000,-101.3030560,2,"Privada del Río 24, Carrizal Grande, 36822 Irapuato, GUA, México",36822
68,197,REDGTO-IRA-MO-00197,Purisima del Progreso,Publico,10.0.80.18,192.80.18,NP-IRA-110170343-01,2024,4137,Purísima del Progreso,110170343,1017,Irapuato,20.7938890,-101.3308330,2,"Calle Cajones, Purisima Del Progreso, 36810, GUA, México",36810
69,198,REDGTO-IRA-MO-00198,Plaza Hidalgo (Irapuato Centro),Publico,192.168.16.118,192.168.31,NP-IRA-110170001-02,2024,4000,Irapuato,110170001,1017,Irapuato,20.6741520,-101.3458650,2,"Fuentes, Centro Historico (Zona Centro), 36500 Irapuato, GUA, México",36500
70,199,REDGTO-IRA-MO-00199,Plaza del Artista (Irapuato Centro),Publico,192.168.16.117,192.168.29,NP-IRA-110170001-03,2024,4000,Irapuato,110170001,1017,Irapuato,20.6724650,-101.3459060,2,"Teatro de la Ciudad, Avenida Álvaro Obregón, Centro Historico (Zona Centro), 36588 Irapuato, GUA, México",36588
71,200,REDGTO-IRA-MO-00200,Centro de Gobierno (Irapuato Centro),Publico,192.168.16.112,192.168.30,NP-IRA-110170001-04,2024,4000,Irapuato,110170001,1017,Irapuato,20.6721233,-101.3455144,2,"Centro de Gobierno de Irapuato, Avenida Álvaro Obregón 148, Centro Historico (Zona Centro), 36588 Irapuato, GUA, México",36588
72,201,REDGTO-IRA-MO-00201,Presidencia Municipal (irapuato),Publico,192.168.16.122,192.168.21,NP-IRA-110170001-05,2024,4000,Irapuato,110170001,1017,Irapuato,20.6723519,-101.3477105,2,"Calle Ramón Corona 112, El Campanario, 36588 Irapuato, GUA, México",36588
73,202,REDGTO-IRA-MO-00202,Plaza Principal (Irapuato Centro),Publico,192.168.16.119,192.168.22,NP-IRA-110170001-06,2024,4000,Irapuato,110170001,1017,Irapuato,20.6730834,-101.3475818,2,"Calle Sor Juana Inés de la Cruz, Centro Historico (Zona Centro), 36500 Irapuato, GUA, México",36500
74,203,REDGTO-IRA-MO-00203,Templo del Hospitalito (Irapuato Centro),Publico,192.168.16.125,192.168.23,NP-IRA-110170001-07,2024,4000,Irapuato,110170001,1017,Irapuato,20.6728541,-101.3482047,2,"Calle Sor Juana Inés de la Cruz, Centro Historico (Zona Centro), 36500 Irapuato, GUA, México",36500
75,204,REDGTO-IRA-MO-00204,Plaza Principal 2 (Irapuato Centro),Publico,192.168.16.120,192.168.24,NP-IRA-110170001-08,2024,4000,Irapuato,110170001,1017,Irapuato,20.6722970,-101.3473602,2,"Calle Ramón Corona 112, El Campanario, 36588 Irapuato, GUA, México",36588
76,205,REDGTO-IRA-MO-00205,Sor Juana Inés de la Cruz (Irapuato Centro),Publico,192.168.16.123,192.168.25,NP-IRA-110170001-09,2024,4000,Irapuato,110170001,1017,Irapuato,20.6730163,-101.3478520,2,"Calle Sor Juana Inés de la Cruz, Centro Historico (Zona Centro), 36500 Irapuato, GUA, México",36500
77,206,REDGTO-IRA-MO-00206,Plaza de los Fundadores (Irapuato Centro),Publico,192.168.16.116,192.168.26,NP-IRA-110170001-10,2024,4000,Irapuato,110170001,1017,Irapuato,20.6726163,-101.3481454,2,"FUENTE DE CARACOLES DE IRAPUATO, Calle Ramón Barreto de Tábora, De La Piedra Lisa, 36510 Irapuato, GUA, México",36510
197,207,REDGTO-SAL-MO-00207,Escuela Primaria Bartolomé Sánchez Torrado,Escolar,10.0.90.31,192.90.31,NE-SAL-110270001-01,2024,6785,Salamanca,110270001,1027,Salamanca,20.5455055,-101.1948636,11DPR3665A,"Calle Jaime Nunó 301, San Jose De Los Naranjos, 36775 Salamanca, GUA, México",36775
1,208,REDGTO-ABA-MO-00208,Escuela Primaria Ignacio M. Altamirano,Escolar,10.0.80.46,192.80.46,NE-ABA-110010005-01,2024,4,San Francisco de Horta (El Alacrán),110010005,1001,Abasolo,20.6215810,-101.5308460,11DPR1568L,"Calle Luis Donaldo Colosio, San Francisco De Horta(el Gato), 36984, GUA, México",36984
2,209,REDGTO-ABA-MO-00209,Telesecundaria No. 308,Escolar,10.0.80.44,192.80.44,NE-ABA-110010056-01,2024,33,Horta (San Antonio de Horta),110010056,1001,Abasolo,20.6286100,-101.5106100,11ETV0302W,"Calle San Antonio, Horta, 36984, GUA, México",36984
3,210,REDGTO-ABA-MO-00210,Escuela Primaria Miguel Hidalgo (Horta),Escolar,10.0.80.42,192.80.42,NE-ABA-110010056-02,2024,33,Horta (San Antonio de Horta),110010056,1001,Abasolo,20.6282450,-101.5107070,11EPR0005X,"Calle San Antonio, Horta, 36984, GUA, México",36984
78,211,REDGTO-IRA-MO-00211,Escuela Primaria Melchor Ocampo (El Coecillo),Escolar,10.0.80.48,192.80.48,NE-IRA-110170072-01,2024,4012,El Coecillo,110170072,1017,Irapuato,20.6336500,-101.4069400,11DPR1410M,"Calle Francisco Javier Mina, El Coecillo, 36830 Irapuato, GUA, México",36830
79,212,REDGTO-IRA-MO-00212,Escuela Primaria Emiliano Zapata (Bernalejo),Escolar,10.0.80.54,192.80.54,NE-IRA-110170148-01,2024,4069,San José de Bernalejo (El Guayabo),110170148,1017,Irapuato,20.6399000,-101.4023920,11DPR0735L,"Calle S/Nom, San Jose De Bernalejo (El Guayabo), 36830 Irapuato, GUA, México",36830
80,213,REDGTO-IRA-MO-00213,Fuente Diente de León,Publico,192.168.16.121,192.168.32,NP-IRA-110170001-11,2024,4000,Irapuato,110170001,1017,Irapuato,20.6725900,-101.3467400,2,"Andador Juárez, Centro Historico (Zona Centro), 36500 Irapuato, GUA, México",36500
138,214,REDGTO-LEO-MO-00214,SABES Valle de Señora,Escolar,10.1.101.4,192.101.4,NE-LEO-110200001-03,2024,4802,León de los Aldama,110200001,1020,Leon,21.1591800,-101.6510840,11ETH0002F,"Calle Cadmio 269, Privanza, 37218 León, GUA, México",37218
139,215,REDGTO-LEO-MO-00215,SABES Ibarrilla,Escolar,10.1.101.6,192.101.6,NE-LEO-110200340-01,2024,4839,Ibarrilla,110200340,1020,Leon,21.1873000,-101.6450000,11ETH0275W,"Callejón de la Escuela 108, Rinconada De Ibarrilla, 37207 Ibarrilla, GUA, México",37207
140,216,REDGTO-LEO-MO-00216,SABES El Vergel,Escolar,10.1.200.40,192.200.40,NE-LEO-110200001-04,2024,4802,León de los Aldama,110200001,1020,Leon,21.1245280,-101.6011110,11ETH0120U,"Calle Potrero de Tepaca, Desarrollo El Potrero, 37296 León, GUA, México",37296
141,217,REDGTO-LEO-MO-00217,SABES Arboledas de Los López,Escolar,10.1.101.10,192.101.10,NE-LEO-110201093-01,2024,5165,Arboledas de los López Primera Sección,110201093,1020,Leon,21.0476270,-101.5820490,11ETH0299F,"Calle Duraznal, Las Arboledas, 37685 León, GUA, México",37685
142,218,REDGTO-LEO-MO-00218,SABES Los Ramírez,Escolar,10.1.101.12,192.101.12,NE-LEO-110200413-01,2024,4873,Los Ramírez,110200413,1020,Leon,21.0113330,-101.6514860,11ETH0119E,"Calle S/Nom, Los Ramirez, 37688, GUA, México",37688
219,219,REDGTO-SFR-MO-00219,SABES San Cristóbal,Escolar,10.1.101.14,192.101.14,NE-SFR-110310061-01,2024,8158,San Cristóbal (El Cerrito),110310061,1031,San Francisco del Rincon,20.9813300,-101.7005500,11ETH0016I,"Calle S/Nom, 36460, GUA, México",36460
143,220,REDGTO-LEO-MO-00220,SABES San Pedro del Monte,Escolar,10.1.101.18,192.101.18,NE-LEO-110200460-01,2024,4897,San Pedro del Monte (La Huizachera),110200460,1020,Leon,21.0306560,-101.7157150,11ETH0011N,"Calle de las Cordilleras, San Pedro Del Monte I, 37660 León, GUA, México",37660
144,221,REDGTO-LEO-MO-00221,SABES Lagunillas,Escolar,10.1.101.15,192.101.15,NE-LEO-110200348-02,2024,4843,Lagunillas,110200348,1020,Leon,21.2017850,-101.7638600,11ETH0005C,"Circuitos Los Jacales, Lagunillas, 37669 León, GUA, México",37669
145,222,REDGTO-LEO-MO-00222,SABES Jacinto López,Escolar,10.1.101.22,192.101.22,NE-LEO-110200001-05,2024,4802,León de los Aldama,110200001,1020,Leon,21.0932420,-101.7507900,11ETH0289Z,"Calle Jesús Urueta 224, Periodistas Mexicanos (Jacinto Lopez Moreno), 37433 León, GUA, México",37433
198,223,REDGTO-SAL-MO-00223,SABES Valtierrilla,Escolar,10.0.101.32,192.101.32,NE-SAL-110270161-01,2024,6895,Valtierrilla,110270161,1027,Salamanca,20.5345030,-101.1332030,11ETH0028N,"Calle S/Nom, 36883 Valtierrilla, GUA, México",36883
199,224,REDGTO-SAL-MO-00224,SABES Congregación de Cárdenas,Escolar,10.0.101.38,192.101.38,NE-SAL-110270043-01,2024,6798,Cárdenas,110270043,1027,Salamanca,20.6286170,-101.2173470,11ETH0199G,"Calle Cebolla 120, El Fuerte Ii Seccion, 36877 Salamanca, GUA, México",36877
200,225,REDGTO-SAL-MO-00225,SABES Loma de Flores,Escolar,10.0.101.36,192.101.36,NE-SAL-110270086-01,2024,6832,Loma de Flores,110270086,1027,Salamanca,20.6809360,-101.2632390,11ETH0027O,"Calle S/Nom, Loma De Flores, 36856, GUA, México",36856
307,226,REDGTO-VDS-MO-00226,SABES El Pitahayo,Escolar,10.0.101.20,192.101.20,NE-VDS-110420067-01,2024,10306,El Pitahayo,110420067,1042,Valle de Santiago,20.4715010,-101.1346530,11ETH0147A,"Calle S/Nom, 36886 Valle de Santiago, GUA, México",36886
201,227,REDGTO-SAL-MO-00227,SABES La Capilla,Escolar,10.0.101.40,192.101.40,NE-SAL-110270042-02,2024,6797,La Capilla,110270042,1027,Salamanca,20.5695170,-101.3017060,11ETH0025Q,"Calle S/Nom, Loma De San Antonio, 36870, GUA, México",36870
15,228,REDGTO-CEL-MO-00228,SABES Crespo,Escolar,10.0.101.44,192.101.44,NE-CEL-110070154-01,2024,1716,San Isidro Crespo,110070154,1007,Celaya,20.5121460,-100.8828350,11ETH0043F,"Avenida Guanajuato 12, Segunda Fraccion De Crespo, 38115, GUA, México",38115
16,229,REDGTO-CEL-MO-00229,SABES Roque,Escolar,10.0.101.60,192.101.60,NE-CEL-110070146-01,2024,1709,Roque,110070146,1007,Celaya,20.5810010,-100.8330400,11ETH0048A,"Calle S/Nom, Magisterial, 38124, GUA, México",38124
17,230,REDGTO-CEL-MO-00230,SABES San Miguel de Octopan,Escolar,10.0.101.58,192.101.58,NE-CEL-110070165-01,2024,1725,San Miguel Octopan,110070165,1007,Celaya,20.5686090,-100.7509020,11ETH0049Z,"Calle San Juanito, La Cruz, 38130 San Miguel Octopan, GUA, México",38130
18,231,REDGTO-CEL-MO-00231,SABES Santa Teresa (Celaya),Escolar,10.0.101.56,192.101.56,NE-CEL-110070177-01,2024,1732,Santa Teresa,110070177,1007,Celaya,20.6356210,-100.8595640,11ETH0249Y,"Calle S/Nom, SANTA TERESA, 38106, GUA, México",38106
289,232,REDGTO-JVR-MO-00232,SABES Tavera,Escolar,10.0.101.50,192.101.50,NE-JVR-110350078-01,2024,9304,Franco Tavera,110350078,1035,Santa Cruz de Juventino Rosas,20.6031160,-100.9225770,11ETH0066Q,"Calle S/Nom, La Esperanza, 38255 Franco Tavera, GUA, México",38255
290,233,REDGTO-JVR-MO-00233,SABES Cabecera Municipal (Juventino Rosas),Escolar,10.0.101.48,192.101.48,NE-JVR-110350001-01,2024,9243,Juventino Rosas,110350001,1035,Santa Cruz de Juventino Rosas,20.6422190,-101.0014410,11ETH0065R,"Bachillerato SABES Cabecera Juventino Rosas, Prolongación Francisco I. Madero, 12 De Noviembre, 38246 Juventino Rosas, GUA, México",38246
241,234,REDGTO-SMA-MO-00234,SABES Agustín González,Escolar,10.0.101.46,192.101.46,NE-SMA-110030006-03,2024,642,Agustín González,110030006,1003,San Miguel de Allende,20.8631140,-100.8521690,11ETH0095L,"Calle Emiliano Zapata, Agustin Gonzalez, 37898, GUA, México",37898
320,235,REDGTO-VLG-MO-00235,SABES Cabecera Municipal (Villagrán),Escolar,10.0.101.52,192.101.52,NE-VLG-110440001-01,2024,10720,Villagrán,110440001,1044,Villagran,20.5232700,-100.9984000,11ETH0067P,"UNIDEG Villagrán, Camino al Centro Gerontologico, Satilete Ii, 38260 Villagrán, GUA, México",38260
321,236,REDGTO-VLG-MO-00236,SABES Torrecillas,Escolar,10.0.101.54,192.101.54,NE-VLG-110440048-01,2024,10747,San Salvador Torrecillas,110440048,1044,Villagran,20.5607650,-100.9586240,11ETH0070C,"Calle S/Nom, San Salvador Torrecillas, 38293, GUA, México",38293
25,237,REDGTO-COM-MO-00237,SABES Orduña,Escolar,10.0.101.64,192.101.68,NE-COM-110090029-01,2024,2481,Orduña de Abajo,110090029,1009,Comonfort,20.7529290,-100.7804340,11ETH0103D,"Calle Morelos, Orduña De Abajo, 38205, GUA, México",38205
26,238,REDGTO-COM-MO-00238,SABES Jalpilla,Escolar,10.0.101.62,192.101.62,NE-COM-110090014-03,2024,2469,Jalpilla,110090014,1009,Comonfort,20.7385960,-100.7158700,11ETH0055K,"Calle S/Nom, Nuños Heroes, 38215, GUA, México",38215
19,239,REDGTO-CEL-MO-00239,SABES San José de Guanajuato,Escolar,10.0.101.68,192.101.68,NE-CEL-110070159-01,2024,1720,San José de Guanajuato,110070159,1007,Celaya,20.5539550,-100.8909570,11ETH0102E,"Calle Miguel Alemán, San Jose De Guanajuato, 38114, GUA, México",38114
39,240,REDGTO-COR-MO-00240,SABES Tierra Fría,Escolar,10.0.101.66,192.101.66,NE-COR-110110054-01,2024,2713,Tierra Fría,110110054,1011,Cortazar,20.4624100,-101.0261960,11ETH0057I,"Camino al Colorado, El Colorado, 38494, GUA, México",38494
242,241,REDGTO-SMA-MO-00241,SABES Cruz del Palmar,Escolar,10.0.101.70,192.101.70,NE-SMA-110030083-01,2024,694,La Cruz del Palmar,110030083,1003,San Miguel de Allende,20.9675260,-100.8471190,11ETH0272Z,"Calle Revolución, Cruz Del Palmar, 37893, GUA, México",37893
243,242,REDGTO-SMA-MO-00242,SABES Atotonilco,Escolar,10.0.101.72,192.101.72,NE-SMA-110030015-01,2024,647,Santuario de Atotonilco,110030015,1003,San Miguel de Allende,21.0077360,-100.7974810,11ETH0061V,"Calle S/Nom, Atotonilco El Viejo, 37893, GUA, México",37893
244,243,REDGTO-SMA-MO-00243,SABES Los López,Escolar,10.0.101.74,192.101.74,NE-SMA-110030774-01,2024,1070,Los López,110030774,1003,San Miguel de Allende,20.9335550,-100.7845620,11ETH0225O,"Calle S/Nom, Los Lopez (Los Lopez De Tirado), 37897, GUA, México",37897
245,244,REDGTO-SMA-MO-00244,SABES Cabecera Municipal (SMA),Escolar,10.0.101.76,192.101.76,NE-SMA-110030001-01,2024,637,San Miguel de Allende,110030001,1003,San Miguel de Allende,20.9068400,-100.7198350,11ETH0185D,"Centro penitenciario, Boulevard de la Conspiración, Infonavit La Luz, 37746 San Miguel de Allende, GUA, México",37746
119,245,REDGTO-JAR-MO-00245,SABES Cabecera Municipal (Jaral del Progreso),Escolar,10.0.101.78,192.101.78,NE-JAR-110180001-01,2024,4539,Jaral del Progreso,110180001,1018,Jaral del Progreso,20.3670900,-101.0606190,11ETH0291N,"Calle S/Nom, Posito Santo, 38473 Jaral del Progreso, GUA, México",38473
202,246,REDGTO-SAL-MO-00246,Escuela Primaria Margarita Maza de Juárez(RG),Escolar,10.0.200.62,192.200.62,NE-SAL-110270119-01,2024,6861,Rivera de Guadalupe,110270119,1027,Salamanca,20.5051560,-101.1648330,11EPR0589Q,"Calle S/Nom, 36886 Salamanca, GUA, México",36886
120,247,REDGTO-JAR-MO-00247,SABES Santiago Capitiro,Escolar,10.0.101.80,192.101.80,NE-JAR-110180030-01,2024,4560,Santiago Capitiro,110180030,1018,Jaral del Progreso,20.3068240,-101.0112890,11ETH0058H,"Calle Lindero de Trojes, Santiago Capitiro, 38484, GUA, México",38484
